Year,FieldID,irrigation_mm,cropType,ncrop,precip_mm,ETo_mm,ETr_mm,ensemble_et_mm,disalexi_et_mm,eemetric_et_mm,geesebal_et_mm,ptjpl_et_mm,sims_et_mm,ssebop_et_mm
2022,WC2,355.092,Triticale_Corn,2,242.6,1734.5,2532.1,849.139228983339,828.6651871087934,1113.544990085316,560.4791368226435,789.4253364288791,1171.456562391944,824.0570676527249
2016,WC20,530.8599999999999,Corn,1,602.19,1609.84,2292.72,881.4683562165746,840.8993678298783,1074.8045282007142,623.509052168146,801.3844525660745,1088.4695768129034,928.3799935089678
2017,WC20,265.42999999999995,Wheat_Sunflowers,2,694.51,1567.49,2234.85,908.0515119872435,846.3188014167384,1019.8077807724328,760.5503690010867,869.189672202859,1149.2238700664625,873.7539404800543
2018,WC20,599.44,Corn,1,611.71,1571.25,2231.77,883.877432373319,850.6478685424811,1065.014633045,845.0019190878688,850.1972356668125,1034.8605204114751,762.9857126730353
2019,WC20,500.888,Triticale_Corn,2,559.53,1440.02,2015.06,995.8243470162416,989.6783905061596,1112.3926298559277,825.4213597301988,880.4916110460441,1166.816974049981,967.202449659221
2020,WC20,409.956,Wheat_Sunflowers,2,391.22,1637.29,2353.61,1106.0866552838418,1041.0287228188015,1354.433763246645,1023.4221993311417,1066.1343996500489,1210.8303018330112,1014.4389419617028
2021,WC20,711.454,Corn,1,501.37,1598.82,2288.42,849.8970183583333,861.8815880452116,1088.0454090056023,669.6024595368791,801.1219396898416,1065.0386145878902,842.2589286974189
2022,WC20,456.692,Triticale_Corn,2,211.8,1719.95,2507.44,974.7929431188002,952.8126419913358,1332.734876599828,718.425289627048,805.0745833744903,1199.9403742221343,1016.3677240464532
2016,WC21,373.126,Corn,1,609.83,1608.4,2290.15,835.9680836079889,800.1634834784079,905.7024211949632,609.2958111496098,795.6690258880533,1058.6891461731316,852.0909391813856
2017,WC21,548.132,Corn,1,694.68,1566.2,2232.69,805.4972464013072,744.6995901292995,944.2778176850052,649.4814642665992,777.8705667765289,1022.8650666215948,821.8893560381983
2018,WC21,676.9099999999999,Wheat_Corn,2,612.74,1569.74,2229.24,916.7758246711176,877.4182723457,1106.3426504971972,814.6566945547763,880.1613777852898,1085.3466999070397,833.8112622890785
2019,WC21,461.77199999999993,Triticale_Corn,2,562.48,1438.1,2011.68,857.4497028085298,842.8596791458915,900.0901856390321,684.7290205357898,839.2384081241726,1064.5250570438604,803.6666314544071
2020,WC21,748.538,Triticale_Corn,2,394.14,1636,2351.5,906.281007915716,840.6402433871376,1048.9719921687931,818.2047874588017,917.7717893461788,1133.8721090734953,813.0631567086396
2021,WC21,318.0079999999999,Triticale_Corn,2,506.16,1596.9,2285.54,956.1370742837826,931.5153807149496,1196.4546536522157,767.3687709512944,862.2254288853209,1197.5760091833572,896.7917054001521
2022,WC21,544.3219999999999,Triticale_Corn,2,212.1,1717.91,2503.81,872.0445223809122,856.2497323868278,1190.155610017183,612.627116256796,744.0153102904308,1089.9090678610664,868.7874165469451
2016,WC22,299.974,Corn,1,575.15,1631.82,2327.63,821.3064993776738,840.6578491823918,810.2547604400636,627.7773501766836,743.1371836506962,1016.1681139930472,860.7043591467689
2017,WC22,61.976,Wheat_Sunflowers,2,685.29,1588.86,2268.76,991.7957767636163,1031.0178185667894,973.3246112247672,850.6351163822087,940.8021645517106,1166.524678464642,970.6867623285028
2018,WC22,269.23999999999995,Corn,1,630.1800000000001,1596.6,2272.98,851.12587447603,899.9581181418907,915.135853159559,759.6576345870471,832.1926350877699,983.223987467632,768.1060601725345
2019,WC22,152.654,Triticale_Sunflowers,2,537.89,1468.54,2062.54,912.9576031130634,967.7343023505346,940.8192391879712,832.7405971473128,844.242750253938,1063.030772972432,868.989835333839
2020,WC22,281.686,Corn,1,370.45,1657.42,2388.49,780.055551581568,774.5248143750268,773.3180803731099,665.0630123463856,814.5466029556934,966.811613900056,733.4635545572899
2021,WC22,303.27599999999995,Triticale_Corn,2,479.97,1621.18,2324.52,932.0703014349278,949.3811785576336,1070.6048012131791,727.053548691684,860.0246999241765,1185.0379833760142,927.8266284210076
2022,WC22,55.626,Triticale,1,255.52,1736.9,2535.2,659.5772757836307,700.1703743973447,790.5019671239934,426.4962588878239,581.2191304596633,973.8152906336288,630.0942931944664
2016,WC23,143.764,Wheat_Sunflowers,2,569.5,1628.7,2323,961.5104018762224,987.078100606805,1136.6927402321255,742.6818544655655,916.6371811445238,1233.9386624847232,954.0755857898708
2017,WC23,353.82199999999995,Cane,1,679.4,1583.5,2261.8,769.9953871475896,748.6870324453766,853.5099073897466,659.8033356644835,725.8501282132786,995.9593249553192,778.8217870741231
2018,WC23,195.32599999999996,Wheat_Sunflowers,2,622.4,1590.2,2261,910.209323189296,912.485034720014,1054.870705914764,775.886133892809,897.365496146537,1062.021354751661,793.0538566413062
2019,WC23,220.218,Corn,1,534.6,1463.1,2053.5,751.0486292128477,790.0509109147288,724.2492988888179,608.2643665981446,743.8001497587609,968.8797832736412,701.4220936557381
2020,WC23,300.22799999999995,Sunflowers_Triticale,2,363.5,1653.1,2379.3,911.507053496372,884.2404617090859,962.2552892392677,820.8179442077967,923.6647522975956,1150.314719449565,844.9498378790764
2021,WC23,150.62199999999999,Triticale,1,462.2999999999999,1618.3,2319,720.1259880899397,725.5943656798125,844.4159478952531,507.7772055862841,706.5169714822581,991.9503676860146,686.280161909
2022,WC23,236.474,Triticale_Corn,2,242.6,1734.5,2532.1,812.6571372058683,826.0735301389502,1037.5966261894157,576.6551875163353,742.4295957219852,1084.7094891954698,780.3832270187406
2018,WC24,424.68799999999993,Corn,1,632.3,1590.1,2260.4,905.9172805634172,868.9080415073419,1026.638387809919,787.098684352654,912.9221125249342,1085.2943823946655,757.8576335630497
2019,WC24,464.312,Triticale_Corn,2,518,1471.4,2068.1,984.5435416621664,1017.7789179574704,1050.0500766920868,746.1280073739622,884.6351256958098,1133.768058646043,983.3393102752998
2020,WC24,328.42199999999997,Triticale_Sunflowers,2,383,1647.1,2368,950.472423253905,994.425363837341,1097.1985064846224,923.7729770211788,929.4709038144414,1092.3436957664533,909.8250484276324
2021,WC24,353.31399999999996,Triticale_Corn,2,501.3,1611.2,2306.3,917.8206629364792,966.5893696846626,1095.3655224063316,721.0350119178785,857.4973607840598,1099.8708908523988,869.8284545644395
2022,WC24,525.78,Triticale_Corn,2,306.8,1717.3,2499.5,1045.003348527728,1024.1891018024444,1366.4278194243416,732.0324987217988,865.9045273535112,1229.8485385296726,1100.2991711493737
2019,WC25,321.56399999999996,Corn,1,518,1471.4,2068.1,802.8854494195455,815.6607219823778,837.0382753820825,590.5624792442433,797.074826711511,1016.6870915090408,750.6643467324255
2020,WC25,706.882,Corn_Triticale,2,383,1647.1,2368,1030.496399980216,1023.3929992156976,1190.1867912129842,995.9996891052592,984.3882439393192,1226.4699739272364,967.0046987500616
2021,WC25,528.3199999999999,Triticale_Corn,2,501.3,1611.2,2306.3,1001.3731090180672,1014.0524281585846,1187.61715432391,787.6177690476021,906.7040211408424,1189.4529524401703,948.0629137903016
2022,WC25,164.592,Triticale_Corn,2,306.8,1717.3,2499.5,735.7288008648526,746.2830555300402,1048.3064786224536,484.29238237226826,625.6134871791248,1016.2816211747582,727.5625357705596
2019,WC26,189.992,Triticale_Sunflowers,2,409.7,1472.7,2068.7,813.3007011693278,801.6578753286727,839.0812063105237,615.9995510806128,797.0799023065904,1022.6071046837252,774.6903471643254
2020,WC26,562.6099999999999,Corn,1,427.2,1648.6,2370.4,768.1917473652704,732.6871192201627,828.7674009705208,668.6802197567282,821.4128561961561,994.5377038842214,730.5910878813141
2021,WC26,568.706,Triticale_Corn,2,379.8,1626,2331.9,952.689839457876,931.5884959062822,1163.552106714551,720.9320795656166,850.0859466854781,1164.7633339746462,1002.4430887791528
2022,WC26,440.94399999999996,Wheat_Corn,2,239.5,1743,2542,1028.0585786357124,1019.8685948823183,1324.814131340986,737.026422112486,834.5921353598833,1217.0022820068828,1131.662989803116
2019,WC27,755.904,Corn,1,409.7,1472.7,2068.7,769.2675567102746,767.5091040023723,802.304269244075,567.2162862448021,728.0716882823476,958.131529712442,819.151622764595
2020,WC27,597.154,Sunflowers_Triticale,2,427.2,1648.6,2370.4,940.5078473040998,866.3572835549028,1062.1001334359405,847.1988619114522,899.9437027414381,1130.3538170445,872.9420224370065
2021,WC27,268.47799999999995,Triticale_Sunflowers,2,379.8,1626,2331.9,810.0745546840252,805.4217069916198,990.3510424241572,573.8317859941684,796.3792828347725,1040.1584922444772,820.8054306309615
2022,WC27,444.2459999999999,Triticale_Corn,2,239.5,1743,2542,888.5499749366359,868.4354600715897,1127.4449347293512,616.832569665563,709.1010653694906,1098.5998333815774,1007.8163031890484
2016,WC3,200.406,Wheat_Sunflowers,2,569.5,1628.7,2323,945.7045810995776,955.7977358275348,1145.3232220257785,721.7180763088853,921.3781011178276,1217.8710077563587,926.526976160602
2017,WC3,394.20799999999997,Cane,1,679.4,1583.5,2261.8,742.6363493783504,675.5129819208393,879.3873759552866,614.6609587087942,708.1960904528343,995.6053809741072,765.1326993270214
2018,WC3,301.49799999999993,Sunflowers_Wheat,2,622.4,1590.2,2261,909.1742543059196,895.7369254020757,1109.801949070377,797.9983032964523,906.2698542831068,1071.2671452606362,783.1739121136076
2019,WC3,288.544,Corn,1,534.6,1463.1,2053.5,798.6061081327704,811.89961645945,812.8651904870533,590.7542488878748,783.1777190030796,1042.994603342078,759.2822730124328
2020,WC3,351.028,Triticale_Sunflowers,2,363.5,1653.1,2379.3,936.2031552982774,894.9429893350059,1027.333594730238,852.4114719972623,927.4921937378804,1178.41604169043,869.8325396372758
2021,WC3,174.244,Triticale,1,462.2999999999999,1618.3,2319,734.9661514771301,717.380147142694,847.2408249686323,509.2994040150564,722.1101716664764,1060.5025878293598,694.8656324854567
2022,WC3,331.97799999999995,Triticale_Corn,2,242.6,1734.5,2532.1,834.4290164822629,816.4201836432072,1075.3863351203374,579.950717178054,762.865083551956,1158.911144062963,832.1694065814985
2016,WC4,413.004,Corn,1,569.5,1628.7,2323,821.2188346833443,833.5365093663931,868.585331275705,618.4699736397133,744.9251353087549,1005.5303660166433,894.6453839962784
2017,WC4,195.32599999999996,Wheat_Sunflowers,2,679.4,1583.5,2261.8,980.6406657264585,972.403578205876,1128.415783683204,779.2052041260863,908.9340918991958,1171.8042988680584,937.796073277167
2018,WC4,374.65,Corn,1,622.4,1590.2,2261,817.2215371665275,820.6554481617945,929.3049597211864,698.843854065908,842.6234466259571,1005.4361113777496,674.3303527257423
2019,WC4,189.23,Triticale_Sunflowers,2,534.6,1463.1,2053.5,913.7640274383266,914.1899269738834,976.4959647348096,782.5788039665954,846.1542925917996,1118.3738065878565,887.1045550870923
2020,WC4,373.634,Corn,1,363.5,1653.1,2379.3,819.7350237390256,763.853652413406,905.0200692603612,719.6373503850668,832.3215290443104,1023.34230715272,774.2973986753402
2021,WC4,493.52199999999993,Triticale_Corn,2,462.2999999999999,1618.3,2319,974.5938153007804,985.0670452112146,1131.0869446433978,793.655027283266,844.8010869003405,1180.8424880566486,1011.3577245977656
2022,WC4,107.696,Triticale,1,242.6,1734.5,2532.1,649.1765105478066,674.0714238246783,865.5141068145402,422.4029284284986,589.8559635533961,956.9206680892852,622.5670784384669
2016,WC5,391.15999999999997,Corn,1,569.5,1628.7,2323,867.9196239785131,888.8070175438597,913.1226284359104,677.6267429567404,761.0468312474999,1013.1310432024686,951.8330547459854
2017,WC5,135.89,Sunflowers_Wheat,2,679.4,1583.5,2261.8,1020.9606548945654,1023.7075047145552,1153.8022815589463,858.9313532201841,940.7981884679124,1168.9155594605406,986.3646494085376
2018,WC5,349.25,Corn,1,622.4,1590.2,2261,857.7345991199496,876.2661794959711,963.3938939367964,759.972569861135,827.5925338590777,979.9393036744956,747.4368249614265
2019,WC5,180.086,Sunflowers_Triticale,2,534.6,1463.1,2053.5,947.6459940568031,984.2662580718898,1003.2816875250014,837.3664852277275,867.8663137893594,1115.7324704268815,935.633000457169
2020,WC5,370.078,Corn,1,363.5,1653.1,2379.3,864.7565218012456,848.8117392422423,900.9713697925596,760.0341448082747,852.3285687753586,1014.7598077032974,841.3414980856048
2021,WC5,481.83799999999997,Triticale_Corn,2,462.2999999999999,1618.3,2319,981.2396065489456,1020.9639979427396,1077.008321904109,790.4941639522258,834.489442253843,1154.9391608091894,1031.793188182182
2022,WC5,101.85399999999998,Triticale,1,242.6,1734.5,2532.1,733.463376478656,769.1521586947825,924.7464569403966,496.3304545974055,594.6444153951655,962.4279315960912,755.352105834619
2016,WC6,250.69799999999998,Sunflowers_Wheat,2,569.5,1628.7,2323,978.892926209406,991.21741514341,1173.1189288916228,747.9811207516138,939.118165719494,1225.7527544586303,962.0485836858996
2017,WC6,403.09799999999996,Corn,1,679.4,1583.5,2261.8,758.2402732600791,720.9411171950834,895.6908189651983,608.5616131828727,759.9764750338985,986.5609166956872,748.9373680193835
2018,WC6,243.58599999999998,Wheat_Sunflowers,2,622.4,1590.2,2261,967.7683957825484,960.8252928580432,1197.2455413705982,855.9369382719713,947.7219830620248,1111.3981906152062,846.760423227107
2019,WC6,294.64,Corn,1,534.6,1463.1,2053.5,831.7936545571752,851.8544119499423,861.837170187385,651.9137837777763,797.5120736794535,1024.6653304979886,806.3443684565403
2020,WC6,369.31600000000003,Sunflowers_Triticale,2,363.5,1653.1,2379.3,887.7942621311029,871.3029719256393,959.6003719537952,778.5191274645647,896.7989152582564,1140.3509406281728,825.8679045367992
2021,WC6,110.99799999999999,Triticale,1,462.2999999999999,1618.3,2319,700.2740825263222,683.6374932388879,795.4546357149741,497.8992464601412,675.272341308359,1012.0721234708776,652.9052332861602
2022,WC6,326.898,Triticale_Corn,2,242.6,1734.5,2532.1,955.341841838134,925.8817231389348,1264.9983625141713,651.6110119069673,810.1988100442347,1243.162318561384,963.1141942606496
2016,WC7,235.20399999999998,Corn/milo,1,561.6,1625.7,2319,744.4938684976404,719.2457898900848,927.1742674691304,538.4231372382808,689.6844466107201,984.8505552259048,815.9296360656665
2017,WC7,328.92999999999995,Wheat-Silage_Cane,2,659,1581.1,2256.7,958.0044361560848,912.22280382018,1096.882985787347,784.488083128479,871.720274928654,1157.3239806730526,988.5266381283376
2018,WC7,161.798,Triticale,1,638.1999999999999,1587.1,2256.4,724.0783391257662,701.4608163092308,874.5084343477154,641.3339125766437,714.6811053657709,968.9733830634906,667.68057557006
2019,WC7,124.20599999999999,Triticale,1,521.4,1463.3,2052.8,730.5859187364017,750.2960003955808,810.8332273741911,592.5657864993924,658.8164999576162,999.4014085501962,666.5772018309739
2020,WC7,223.26599999999996,Triticale,1,374.7,1646.8,2369.8,854.2612881806107,793.2778036789014,1005.7291896244805,788.5558969794579,779.8517490322396,1097.0345285524563,802.3541931564519
2021,WC7,427.736,Triticale_Corn,2,465.5,1612.8,2311.8,968.4308934474864,958.5004803481108,1209.7649402390437,790.434001582323,854.0841810064702,1220.1866434969338,987.3443530841172
2022,WC7,176.276,Triticale_Corn,2,266.8,1728.5,2520.5,684.9274603712806,701.061555197649,987.9599121245512,451.08757169901946,599.0207679918622,1022.8327187703084,660.6541493600067
2016,WC8,424.434,Corn,1,561.64,1622.58,2314.37,880.6955820798391,873.0117880226591,915.593727352058,721.2326840307051,830.9786647143217,1014.2550990223484,938.8650293591278
2017,WC8,257.302,Wheat-Silage_Cane,2,658.53,1579.75,2254.12,923.9088979603912,930.2607859667804,963.6387717974887,737.4150138291108,858.0990445341736,1123.381261924835,1001.6495762523851
2018,WC8,453.39,Corn_Wheat,2,619.38,1584.46,2253.76,990.224859860082,994.532383783704,1064.483146233601,895.4405718004466,930.5705802310276,1104.2573028057566,946.7695345431958
2019,WC8,220.218,Sunflowers_Triticale,2,501.13,1460.74,2049.94,934.1120379819852,980.7876824777032,915.3767804055556,780.966070609812,853.9083876883939,1055.9189407049146,933.4921018769136
2020,WC8,544.068,Corn,1,371.25,1644.8,2365.96,902.8286817233884,860.556336986585,963.3043661534368,825.162791557587,895.9648060226885,1056.8650663353596,900.0651077487391
2021,WC8,338.582,Triticale_Corn,2,457.15,1610.64,2306.8,1004.559731404653,993.2552247415364,1115.0147683069324,817.8706793273285,888.0682285426927,1248.361627545814,1041.0610921299792
2022,WC8,154.68599999999998,Triticale,1,249.34,1725.95,2515.11,733.3051796305335,760.5840247888657,950.0963748502464,504.82385262753104,606.8032938427178,1019.5981792903524,713.8473103489079
2016,WC9,227.076,Wheat_Sunflowers,2,561.64,1622.58,2314.36,990.1363413036356,957.0868519786796,1303.0804945954796,758.6552720126252,921.2638611797634,1248.5109430366554,999.3268618050798
2017,WC9,378.714,Cane,1,658.5,1579.74,2254.14,756.4459771312864,680.9198403954381,856.7517791739866,592.3179436024178,731.9245823779888,1021.384673793288,770.8343060477026
2018,WC9,305.56199999999995,Wheat_Sunflowers,2,618.97,1584.46,2253.76,934.122070690528,889.0889586993418,1118.5987627668758,774.6486540809336,906.5682041509094,1111.1113063156952,836.8958699341928
2019,WC9,388.87399999999997,Corn,1,500.67,1460.74,2049.92,761.7556799571211,779.7764642825238,777.9418902420867,555.4612303844206,759.5489086740313,1023.19513593187,736.2218533186433
2020,WC9,436.87999999999994,Sunflowers_Triticale,2,371.14,1644.8,2365.96,926.506409492898,867.312077539231,1106.401229788881,834.7826430039005,920.5945269928236,1132.0216329690616,820.7189723967483
2021,WC9,164.084,Triticale,1,457.03,1610.64,2306.76,660.2903850162284,663.5543578596313,762.7221213113777,466.45035434594865,692.1922996754308,1004.06701307209,599.2665187743797
2022,WC9,600.9639999999998,Triticale_Corn,2,248.94,1725.94,2515.06,1045.7909284459397,994.0203600035732,1448.1649346395498,722.7545037667867,881.4312970848346,1368.3945448590057,1098.0778816663192
