,iteration,obj_variable,MAE,RMSE,R^2,Pearson r,Data_set,prms
58,20,Yield,2.373185634981544,3.4251499356041726,-0.6494060929718681,0.42092542097065816,withoutET_full_data,"{'SMT1': 32.088039094758535, 'SMT2': 63.84324624395984, 'SMT3': 65.0, 'SMT4': 48.66300886057644, 'CCx': 0.9428406240311056, 'WP': 30.1609458489148, 'Kcb': 1.0023691012061768, 'HI0': 0.5442878533985113, 'a_HI': 2.251687522699262, 'Zmax': 2.24192392305175}"
59,20,ET,68.37114459356164,84.85672561008548,-1.138572968711916,-0.07691162825321379,withoutET_full_data,"{'SMT1': 32.088039094758535, 'SMT2': 63.84324624395984, 'SMT3': 65.0, 'SMT4': 48.66300886057644, 'CCx': 0.9428406240311056, 'WP': 30.1609458489148, 'Kcb': 1.0023691012061768, 'HI0': 0.5442878533985113, 'a_HI': 2.251687522699262, 'Zmax': 2.24192392305175}"
60,21,Irrigation,92.46782663200794,126.97083306918039,-0.372915794079429,0.4360187346395908,withoutET_full_data,"{'SMT1': 30.201442220660685, 'SMT2': 63.51540069723709, 'SMT3': 50.97016123246255, 'SMT4': 48.412581771505295, 'CCx': 0.9663168701812463, 'WP': 32.39071418799629, 'Kcb': 1.0002996853231911, 'HI0': 0.5302466214047964, 'a_HI': 4.388571313732381, 'Zmax': 2.1556397835333256}"
61,21,Yield,2.3397815020913995,3.3610991112935937,-0.5882945939705815,0.4291617688367529,withoutET_full_data,"{'SMT1': 30.201442220660685, 'SMT2': 63.51540069723709, 'SMT3': 50.97016123246255, 'SMT4': 48.412581771505295, 'CCx': 0.9663168701812463, 'WP': 32.39071418799629, 'Kcb': 1.0002996853231911, 'HI0': 0.5302466214047964, 'a_HI': 4.388571313732381, 'Zmax': 2.1556397835333256}"
62,21,ET,72.583154465619,89.18137512515547,-1.362108613792207,-0.12517105735840622,withoutET_full_data,"{'SMT1': 30.201442220660685, 'SMT2': 63.51540069723709, 'SMT3': 50.97016123246255, 'SMT4': 48.412581771505295, 'CCx': 0.9663168701812463, 'WP': 32.39071418799629, 'Kcb': 1.0002996853231911, 'HI0': 0.5302466214047964, 'a_HI': 4.388571313732381, 'Zmax': 2.1556397835333256}"
63,22,Irrigation,76.08458848907111,110.62258085995155,-0.04213393018739642,0.4821694716736431,withoutET_full_data,"{'SMT1': 30.0, 'SMT2': 62.99019634688688, 'SMT3': 65.0, 'SMT4': 60.0, 'CCx': 0.9783725764021448, 'WP': 30.0, 'Kcb': 1.0000074562281152, 'HI0': 0.5498425361513638, 'a_HI': 2.8599234575850216, 'Zmax': 1.2816150437253016}"
64,22,Yield,2.4046702514823273,3.4803597855015407,-0.7030080599693258,0.35966830132955735,withoutET_full_data,"{'SMT1': 30.0, 'SMT2': 62.99019634688688, 'SMT3': 65.0, 'SMT4': 60.0, 'CCx': 0.9783725764021448, 'WP': 30.0, 'Kcb': 1.0000074562281152, 'HI0': 0.5498425361513638, 'a_HI': 2.8599234575850216, 'Zmax': 1.2816150437253016}"
65,22,ET,72.85112746951057,88.85676210441368,-1.3449441392895607,-0.06339462067578863,withoutET_full_data,"{'SMT1': 30.0, 'SMT2': 62.99019634688688, 'SMT3': 65.0, 'SMT4': 60.0, 'CCx': 0.9783725764021448, 'WP': 30.0, 'Kcb': 1.0000074562281152, 'HI0': 0.5498425361513638, 'a_HI': 2.8599234575850216, 'Zmax': 1.2816150437253016}"
66,23,Irrigation,93.38165669291907,132.16764032568457,-0.4876002262718484,0.41668965373070654,withoutET_full_data,"{'SMT1': 32.090796640729295, 'SMT2': 53.43364582496181, 'SMT3': 59.330315260398734, 'SMT4': 47.04586842525648, 'CCx': 0.9209219290704174, 'WP': 31.955786708089036, 'Kcb': 1.0014547950948014, 'HI0': 0.5499601090191261, 'a_HI': 1.4582140344041088, 'Zmax': 2.036708199474764}"
67,23,Yield,2.2519892661603502,3.3124131178617806,-0.5426145075937303,0.4101008262822222,withoutET_full_data,"{'SMT1': 32.090796640729295, 'SMT2': 53.43364582496181, 'SMT3': 59.330315260398734, 'SMT4': 47.04586842525648, 'CCx': 0.9209219290704174, 'WP': 31.955786708089036, 'Kcb': 1.0014547950948014, 'HI0': 0.5499601090191261, 'a_HI': 1.4582140344041088, 'Zmax': 2.036708199474764}"
68,23,ET,66.76521378745271,83.44002047757063,-1.0677609915519755,-0.08430297514068057,withoutET_full_data,"{'SMT1': 32.090796640729295, 'SMT2': 53.43364582496181, 'SMT3': 59.330315260398734, 'SMT4': 47.04586842525648, 'CCx': 0.9209219290704174, 'WP': 31.955786708089036, 'Kcb': 1.0014547950948014, 'HI0': 0.5499601090191261, 'a_HI': 1.4582140344041088, 'Zmax': 2.036708199474764}"
69,24,Irrigation,87.42625653657423,124.76867911889738,-0.3257056825771525,0.45686725785842497,withoutET_full_data,"{'SMT1': 30.045381683014817, 'SMT2': 56.91419313555516, 'SMT3': 55.04989992073633, 'SMT4': 39.84293485582917, 'CCx': 0.9456725854717412, 'WP': 30.541383368532184, 'Kcb': 1.0089888136555225, 'HI0': 0.55, 'a_HI': 4.46852729335902, 'Zmax': 1.9133000934625837}"
70,24,Yield,2.27755014384566,3.3853573204495127,-0.611303865858752,0.39668525648667347,withoutET_full_data,"{'SMT1': 30.045381683014817, 'SMT2': 56.91419313555516, 'SMT3': 55.04989992073633, 'SMT4': 39.84293485582917, 'CCx': 0.9456725854717412, 'WP': 30.541383368532184, 'Kcb': 1.0089888136555225, 'HI0': 0.55, 'a_HI': 4.46852729335902, 'Zmax': 1.9133000934625837}"
71,24,ET,65.42037372090066,81.35469702419167,-0.9656980107327111,-0.04772691768400026,withoutET_full_data,"{'SMT1': 30.045381683014817, 'SMT2': 56.91419313555516, 'SMT3': 55.04989992073633, 'SMT4': 39.84293485582917, 'CCx': 0.9456725854717412, 'WP': 30.541383368532184, 'Kcb': 1.0089888136555225, 'HI0': 0.55, 'a_HI': 4.46852729335902, 'Zmax': 1.9133000934625837}"
72,25,Irrigation,92.30490154824578,130.78977958189304,-0.45674514320619397,0.36758313516638125,withoutET_full_data,"{'SMT1': 30.04834389949347, 'SMT2': 64.99785755740238, 'SMT3': 54.2542381028146, 'SMT4': 59.05538411071391, 'CCx': 0.9793136934704948, 'WP': 30.008533354833904, 'Kcb': 1.0000365710904535, 'HI0': 0.5499865220230782, 'a_HI': 7.777694965798017, 'Zmax': 2.1443361646421413}"
